Group,Time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100
CONTROL,259.4,1013.29,996.76,1255.84,965.2,973.78,1090.4,858.56,896.73,1078.34,1149.42,958.59,904.74,998.42,936.89,1199.45,1169.19,948.38,993.77,996.66,709.74,869.3,1042.01,1065.22,1023.86,1174.89,995.11,993.45,1043.67,1081.05,950.61,1021.73,994.36,883.92,1425.24,768.75,1105.61,995.72,960.31,1203.4,948.46,1032.05,1015.43,1077.49,981.65,920.23,1179.1,1018.42,1199.52,922.02,1156.47,1062.94,963.62,1188.29,1170.94,1095.51,1037.32,926.03,1044.96,1007.98,1044.32,966.37,939.11,959.46,1008.51,853.94,1061.02,994.36,1045.76,872.66,1021.14,855.13,1000.87,1075.39,911.13,1085.8,952.68,1043.19,1154.57,1107.63,937.74,1054.93,1099.31,1193.42,941.7,1146.04,1080.23,1012.97,1108.64,991.88,1065.35,1036.09,1092.56,1239.44,1084.33,1177.53,1112.78,876.68,922.86,1262.71,1052.18
CONTROL,259.5,1037.34,965.87,1218.92,953.67,1002.0,1123.59,876.4,885.44,1069.95,1156.73,937.83,913.7,1015.06,920.9,1154.52,1198.02,921.05,982.87,967.29,719.57,869.05,1002.63,1051.77,1055.02,1108.48,964.65,967.62,1038.33,1064.4,943.25,1041.88,982.92,873.55,1481.61,787.19,1136.27,957.0,1007.16,1206.53,970.88,1023.25,998.0,1053.09,983.24,950.21,1186.36,1112.16,1274.42,862.35,1110.69,1046.71,974.18,1167.69,1187.99,1097.39,1052.0,917.67,1012.95,994.45,1042.81,996.76,912.16,959.04,995.01,836.92,1041.6,1000.07,1042.63,853.97,998.71,853.5,956.82,1084.23,951.93,1125.06,974.51,1043.12,1183.38,1082.36,977.1,1032.05,1084.61,1218.48,922.59,1136.38,1091.41,1029.05,1084.01,1003.59,1026.82,985.46,1066.77,1296.95,1109.52,1168.46,1046.15,880.06,912.31,1232.01,1037.21
CONTROL,259.6,1003.07,955.52,1223.87,961.91,998.52,1070.67,864.44,919.29,1103.28,1130.16,940.28,925.2,983.9,933.24,1186.63,1258.33,972.07,987.95,978.73,687.33,846.99,1011.79,1011.4,1044.18,1200.59,988.15,990.95,1069.39,1066.2,972.2,1046.77,971.48,905.63,1451.77,793.52,1155.0,956.54,1000.97,1164.68,950.92,1031.96,993.3,1026.68,992.09,943.26,1159.62,1077.48,1221.5,906.37,1146.81,1056.01,981.68,1165.54,1152.85,1085.97,989.41,949.0,1023.32,1019.16,1055.22,949.68,900.47,918.39,1003.16,817.8,1080.83,982.33,1092.28,887.02,984.28,851.99,965.04,1055.83,910.47,1100.26,940.62,1021.97,1138.55,1088.69,956.48,1061.63,1132.44,1221.93,919.94,1140.62,1096.79,1023.29,1082.92,1002.85,1037.26,1040.55,1064.51,1255.02,1143.91,1186.72,1079.86,860.74,945.57,1308.66,1037.69
CONTROL,259.7,1041.99,1005.77,1231.38,942.72,994.72,1118.27,859.84,866.35,1082.17,1150.75,934.02,917.25,996.83,908.95,1159.72,1212.17,948.29,980.14,967.19,728.21,864.8,1033.63,999.26,1066.08,1164.43,988.82,942.24,1047.12,1095.13,973.14,1015.99,992.95,898.51,1428.39,793.84,1162.02,964.42,928.24,1197.19,936.63,1042.49,964.98,1052.85,957.07,977.61,1153.3,1074.12,1201.4,922.02,1127.57,1043.77,969.03,1177.72,1175.21,1133.82,1013.48,945.47,1015.64,987.76,1013.55,957.79,902.92,952.52,988.19,842.26,1084.13,952.62,1083.43,866.96,976.76,848.05,965.09,1120.36,935.58,1111.95,908.25,1073.38,1177.95,1075.78,903.44,1062.58,1122.95,1217.51,885.56,1126.59,1111.8,1054.27,1101.69,1042.1,1071.3,1003.99,1034.21,1250.73,1107.25,1162.62,1073.08,887.58,910.75,1278.2,1015.95
CONTROL,259.8,1033.42,998.4,1221.78,985.3,1012.92,1101.49,859.64,841.7,1063.82,1160.64,955.2,905.13,994.61,943.87,1143.4,1208.32,937.75,971.2,972.57,724.79,884.81,1023.36,1035.49,1060.37,1208.57,981.29,971.85,1038.76,1108.99,977.08,1043.07,994.07,896.89,1388.6,786.44,1095.26,934.29,1002.48,1237.72,933.46,1031.54,979.23,1038.17,972.88,964.63,1155.53,1060.57,1229.47,924.63,1171.04,1060.21,951.48,1177.38,1169.76,1134.19,1004.29,962.75,1026.37,1019.91,1018.31,969.77,927.42,953.69,1001.44,855.49,1057.69,990.09,1067.86,852.61,1011.86,855.44,952.68,1121.36,951.64,1098.91,928.82,1079.82,1177.63,1119.33,961.18,1109.55,1106.71,1248.66,955.35,1127.69,1070.49,1015.56,1094.25,1017.87,1039.84,1060.0,1066.03,1215.2,1107.75,1195.65,1080.7,864.37,897.74,1294.09,1016.05
CONTROL,259.9,1086.4,993.35,1235.22,928.62,987.69,1082.79,865.16,872.09,1092.55,1132.71,950.83,931.52,1003.89,928.26,1120.94,1214.77,956.87,970.2,974.31,703.58,864.68,1055.59,992.06,1069.03,1165.77,1022.7,978.88,1052.46,1100.28,964.76,1074.82,1006.2,915.02,1357.04,785.34,1139.53,979.96,1019.79,1160.58,918.59,1022.42,965.64,1033.89,994.72,928.53,1175.37,1107.93,1227.23,901.31,1128.33,1078.03,940.67,1163.43,1167.15,1049.66,1036.44,916.87,1008.15,999.9,1063.0,979.14,1119.2,948.49,1003.77,831.2,1068.36,998.77,1068.5,838.2,973.43,861.4,1095.4,1101.42,931.65,1110.9,910.97,1098.07,1175.65,1105.19,911.68,1033.34,1071.28,1242.48,950.32,1146.15,1100.78,995.42,1084.79,1002.72,1057.56,986.52,1047.43,1246.57,1165.5,1153.36,1069.75,833.27,906.86,1244.87,1057.64
CONTROL,260.0,1069.53,972.78,1282.82,938.23,985.51,1086.5,839.7,866.73,1063.31,1155.18,949.48,894.17,984.71,949.15,1118.09,1211.19,951.41,992.01,975.41,693.45,893.26,1066.43,1042.16,1049.65,1212.64,1018.73,990.46,1061.72,1093.34,981.9,1015.71,970.0,897.99,1340.9,764.69,1094.87,941.78,968.62,1186.79,949.12,1054.68,955.14,1040.15,953.42,932.09,1169.3,1095.85,1236.4,861.47,1116.68,1094.59,987.79,1193.6,1139.86,1035.5,1012.22,980.38,1008.87,984.56,1062.26,939.03,1125.43,904.67,973.42,848.83,1066.92,1016.49,1052.53,828.4,979.86,839.8,1093.46,1075.02,973.27,1086.5,907.17,1067.74,1148.08,1096.41,964.62,1059.82,1128.01,1277.99,903.85,1153.75,1075.88,1033.9,1089.32,1029.63,1076.2,1019.51,1086.16,1212.46,1130.66,1144.88,1093.82,863.89,914.65,1259.84,1039.99
CONTROL,260.1,1039.62,998.94,1247.61,983.39,967.23,1101.61,869.32,868.58,1082.98,1125.74,980.54,915.02,1027.77,930.72,1078.88,1215.34,981.29,979.19,1014.6,710.37,855.95,1017.23,1024.82,1063.27,1191.96,1020.76,957.91,1040.01,1057.93,972.65,1009.91,966.14,903.65,1339.93,769.67,1156.62,947.56,969.99,1200.73,926.48,984.36,942.46,1013.29,960.09,944.96,1140.7,1059.24,1244.07,914.74,1139.03,1062.47,964.31,1227.0,1164.94,1065.85,1055.68,953.75,1033.58,985.99,1028.1,980.68,1081.88,965.57,1017.89,848.34,1054.14,1007.05,1070.64,868.32,956.84,827.24,1115.89,1109.29,940.9,1122.69,882.36,1083.23,1163.66,1051.83,923.92,1072.49,1120.95,1222.92,896.64,1121.79,1110.61,1018.78,1084.89,1023.42,1043.87,1025.04,1070.82,1214.76,1150.96,1145.47,1090.02,880.11,915.35,1262.18,1027.86
CONTROL,260.2,1062.43,991.05,1230.71,938.4,1000.91,1075.6,877.12,879.62,1063.43,1149.62,920.91,915.6,941.84,905.61,1086.75,1244.51,898.06,972.47,1000.25,691.28,849.33,1051.75,1011.27,1074.4,1207.28,1012.12,983.3,1040.24,1072.3,993.73,1021.02,994.05,882.69,1297.45,764.94,1113.0,932.3,971.53,1195.92,928.82,1025.37,964.38,1064.32,959.0,927.98,1134.52,1088.49,1199.31,949.39,1139.73,1051.79,1021.86,1214.94,1148.46,1094.97,1027.74,954.0,1021.92,1034.09,1028.33,958.39,1071.82,922.32,1022.88,863.23,1071.6,974.57,1058.13,843.21,994.55,805.67,1088.13,1070.04,932.65,1125.31,860.59,1055.86,1131.17,1067.42,910.73,1055.46,1077.88,1247.72,859.8,1112.36,1060.08,1008.02,1098.16,1010.1,1074.41,976.67,1083.58,1252.49,1111.77,1163.95,1033.79,861.14,976.73,1282.11,1047.75
CONTROL,260.3,1048.55,1029.83,1226.48,933.32,964.81,1088.58,875.99,862.19,1097.91,1135.46,930.89,918.78,980.84,914.89,1087.5,1183.18,939.18,979.63,1039.0,713.81,880.36,1015.52,1035.58,1042.72,1180.07,993.81,950.82,1059.99,1070.85,977.41,1048.91,1003.4,915.48,1292.94,803.87,1163.9,945.26,938.17,1196.15,934.6,1042.5,908.98,1041.25,955.78,932.82,1111.5,1102.68,1255.64,924.7,1119.86,1072.46,971.6,1171.86,1185.88,1080.4,1009.22,921.56,1025.05,1004.27,1026.08,955.91,1055.9,928.74,990.96,836.33,1037.59,997.85,1026.33,873.26,999.26,785.39,1060.91,1073.07,961.72,1148.89,893.62,1066.75,1185.28,1068.02,944.38,1036.92,1133.81,1263.88,856.23,1144.3,1081.5,1049.14,1083.82,977.31,1034.39,1014.25,1067.79,1256.71,1073.8,1158.19,1059.2,839.0,945.84,1234.62,1017.81
CONTROL,260.4,1018.71,927.98,1242.18,952.08,984.44,1108.87,852.13,858.79,1062.01,1120.17,971.67,891.43,1001.93,929.74,1076.57,1220.85,939.59,990.32,993.44,701.18,848.8,996.94,1017.92,1048.62,1196.46,995.23,972.76,1063.48,1072.1,944.73,1034.85,962.75,876.64,1274.04,831.2,1157.33,938.91,972.37,1207.29,928.48,1036.73,935.16,1064.5,941.65,949.03,1104.45,1072.94,1224.8,934.94,1141.26,1067.04,967.95,1171.89,1161.55,1104.3,1004.34,914.69,955.4,1035.49,1064.27,946.52,1032.14,933.63,1001.84,822.34,1103.13,964.78,1092.97,855.6,1016.44,841.9,1022.66,1060.85,942.39,1103.8,837.88,1042.9,1172.36,1061.95,955.29,1054.33,1083.78,1251.46,879.22,1130.13,1117.09,1010.37,1079.23,984.48,1043.95,1023.46,1070.28,1222.25,1110.16,1180.22,1040.29,823.55,894.28,1302.51,1028.52
CONTROL,260.5,992.09,955.74,1271.86,953.83,999.92,1065.1,885.39,864.5,1080.97,1163.5,974.52,891.45,968.1,934.53,1036.2,1237.89,946.4,1009.31,1008.62,712.99,864.98,1023.4,987.63,1054.69,1171.22,958.02,938.66,1052.88,1109.74,999.65,1063.48,946.66,900.01,1255.19,795.24,1161.2,937.22,983.76,1186.47,901.23,1009.27,937.4,1071.58,987.05,936.02,1143.51,1120.49,1232.13,897.42,1132.88,1066.39,972.68,1186.1,1138.5,1115.51,1055.55,932.33,1030.22,956.47,1034.39,971.89,1035.27,929.63,978.86,822.41,1073.77,965.43,1037.19,859.97,939.2,830.91,1047.84,1082.27,946.08,1127.54,880.59,1038.61,1185.16,1090.89,930.89,1051.42,1110.57,1266.01,886.42,1146.11,1105.48,1027.73,1299.02,1004.43,1045.95,1026.07,1069.49,1210.42,1099.32,1139.66,1058.45,854.55,937.12,1272.09,1079.06
CONTROL,260.6,1065.58,995.64,1241.82,968.49,991.71,1077.78,883.68,892.5,1097.58,1147.46,937.16,923.86,1028.07,897.6,1081.71,1241.62,988.12,970.34,1024.66,709.21,840.78,1019.5,1042.93,1053.33,1203.77,1013.06,990.71,1074.05,1054.53,964.22,1027.22,1002.76,914.2,1269.04,772.93,1131.53,917.43,973.17,1180.63,924.97,1032.36,917.39,1031.0,1013.44,926.16,1085.15,1082.71,1266.24,895.35,1124.37,1077.2,975.42,1127.94,1185.56,1063.84,988.31,963.26,1023.79,1007.12,1069.38,957.2,1032.55,932.38,988.74,837.94,1082.87,969.13,1079.19,868.42,990.83,858.47,1042.81,1081.48,959.15,1096.28,846.95,1055.45,1156.87,1093.72,940.42,1073.53,1103.83,1270.82,875.37,1138.83,1084.0,1030.73,1367.65,1015.46,1039.82,1028.44,1069.86,1210.99,1091.26,1133.74,1041.11,837.45,962.47,1270.24,1035.03
CONTROL,260.7,1050.57,993.6,1229.63,962.53,1005.95,1087.41,898.4,881.55,1087.07,1159.61,908.32,958.95,1004.47,969.38,1119.51,1203.22,918.57,991.37,1017.99,718.01,882.82,1007.33,1025.15,1060.13,1207.56,1013.62,963.05,1052.88,1034.91,991.34,1017.79,1009.82,908.73,1271.72,778.53,1152.15,922.77,990.25,1150.6,955.43,1034.53,917.18,1077.09,1005.68,960.92,1105.75,1048.48,1227.89,911.97,1146.68,1106.81,939.76,1131.58,1178.85,1073.1,1021.84,977.57,994.56,986.86,1058.6,932.82,982.76,936.01,1002.5,806.31,1046.16,954.98,1081.3,900.04,1007.3,843.15,1019.65,1113.33,937.85,1103.26,847.88,1028.5,1158.14,1105.79,940.2,1067.81,1113.6,1227.55,871.76,1137.53,1110.36,1026.29,1367.48,1009.9,1057.0,1050.14,1103.18,1253.84,1101.86,1129.48,1063.69,854.86,898.13,1256.41,1045.93
CONTROL,260.8,1001.72,985.5,1274.4,968.26,976.83,1101.24,867.83,926.21,1056.67,1144.07,929.83,905.01,1012.39,920.29,1082.98,1229.61,941.01,958.24,995.82,703.25,847.2,1038.73,1047.25,1035.26,1205.5,987.01,987.38,1032.16,1057.75,969.94,986.2,970.05,878.07,1222.91,801.47,1140.37,952.24,967.7,1233.54,956.56,1038.26,963.12,1067.08,1019.2,942.84,1113.83,1050.57,1239.98,921.75,1116.42,1025.68,961.61,1174.07,1180.15,1074.44,1006.51,967.31,1032.82,1011.31,1046.18,939.79,973.03,916.58,976.4,837.71,1110.57,961.82,1070.17,858.68,957.89,815.02,1029.24,1131.77,922.41,1104.14,898.75,1078.95,1173.33,1097.13,961.38,1068.99,1092.12,1224.57,872.01,1123.81,1097.62,1022.21,1324.35,998.7,1038.34,1007.89,1086.03,1215.79,1115.46,1187.24,1067.43,869.77,923.14,1225.4,1000.7
CONTROL,260.9,1055.64,975.71,1230.48,983.81,935.7,1071.44,858.32,877.67,1075.3,1143.68,939.8,928.06,990.31,961.95,1058.7,1207.76,916.31,990.89,994.01,701.14,854.2,1017.61,1005.06,1065.61,1174.04,985.02,957.77,1016.76,1059.02,979.07,987.14,987.42,874.09,1224.86,805.18,1133.02,941.89,972.13,1188.66,931.97,1023.78,961.22,1008.71,968.45,933.94,1124.81,1098.03,1231.78,913.47,1126.84,1052.48,1014.75,1200.26,1187.96,1086.67,1019.69,966.24,1018.48,1006.24,1015.87,972.2,965.61,976.25,971.11,829.45,1103.63,982.66,1067.8,840.85,961.32,805.16,991.87,1057.07,905.69,1147.48,846.57,1073.68,1173.84,1107.71,928.73,1049.48,1068.65,1252.98,877.76,1171.25,1076.35,962.08,1304.53,1016.06,1035.59,1042.64,1062.72,1171.27,1124.97,1166.18,1091.33,862.47,904.6,1270.44,1022.86
CONTROL,261.0,1061.36,966.53,1215.79,938.78,971.18,1073.82,864.27,845.32,1087.45,1131.88,951.87,901.35,1015.25,942.28,1074.97,1244.52,944.22,1044.37,992.02,712.31,837.09,1026.56,1026.02,1054.87,1148.51,1016.51,974.23,1017.59,1069.65,969.34,1025.0,1021.58,898.91,1233.83,804.01,1135.44,951.39,960.03,1230.84,905.92,1024.59,951.17,1022.45,994.85,961.94,1098.27,1050.55,1241.34,911.88,1102.37,1056.32,974.71,1168.14,1172.71,1104.77,1037.52,934.75,1004.62,1039.89,1051.66,934.54,961.52,954.11,1017.09,834.71,1083.14,964.68,1103.66,891.29,979.24,845.39,1038.78,1065.62,952.65,1126.32,872.75,1051.96,1204.49,1076.9,940.99,1033.31,1132.55,1231.25,870.02,1127.18,1070.8,1042.26,1318.07,1003.56,1022.75,1027.6,1087.02,1221.32,1108.54,1156.57,1041.94,878.61,916.59,1216.34,1016.06
CONTROL,261.1,1028.09,1010.87,1223.78,972.96,982.81,1079.99,853.63,886.74,1103.3,1142.13,936.31,937.33,1007.25,929.3,1057.69,1243.03,946.72,993.69,1044.64,736.37,863.12,1015.28,1009.5,1042.52,1184.43,992.35,930.23,1053.95,1099.55,945.14,1031.98,991.36,897.57,1204.16,799.41,1141.48,936.11,977.65,1163.99,899.44,1060.5,960.04,1043.26,979.78,952.7,1086.15,1089.64,1267.57,929.8,1139.07,1065.54,1013.62,1168.8,1157.11,1147.53,1009.96,949.86,1004.26,1042.8,1004.88,993.01,941.08,928.78,1007.25,820.13,1104.53,987.41,1077.04,862.29,994.7,852.26,1019.54,1108.11,929.05,1120.59,851.75,1067.63,1150.79,1096.46,971.18,1065.53,1126.47,1253.06,892.52,1161.29,1070.57,995.27,1230.17,987.59,1050.04,997.24,1065.4,1266.19,1091.23,1172.65,1079.68,869.82,900.07,1290.7,1049.74
CONTROL,261.2,1058.73,1001.14,1226.13,995.84,978.97,1060.44,863.39,891.54,1069.4,1156.18,940.52,929.28,985.62,929.22,1064.3,1231.78,909.38,978.0,1000.94,704.74,838.96,1039.96,1040.96,1047.07,1170.48,1021.09,1006.35,1063.78,1134.55,967.47,1039.91,1014.03,924.84,1196.47,775.77,1164.44,921.8,965.15,1178.9,964.26,1069.97,905.03,1001.09,951.76,957.66,1114.18,1100.23,1232.32,924.71,1074.29,1078.97,949.72,1180.78,1151.87,1091.03,1057.49,941.22,1022.17,972.17,1008.15,973.71,959.89,925.66,981.96,829.97,1021.71,1011.99,1046.9,875.4,1013.78,814.05,1015.92,1133.02,970.31,1102.48,852.61,1040.86,1171.79,1132.88,942.3,1046.4,1123.84,1238.32,861.2,1114.53,1047.59,1035.61,1259.0,1006.1,1065.91,1037.61,1066.91,1233.24,1128.87,1133.22,1057.29,859.7,903.46,1276.03,1035.33
CONTROL,261.3,1006.46,985.82,1216.9,970.1,965.14,1094.45,871.28,874.27,1050.01,1097.05,984.2,916.54,964.56,937.08,1036.19,1260.83,937.3,1014.68,990.42,711.77,881.63,1047.11,1036.76,1020.15,1200.01,1012.96,1002.24,1017.54,1064.16,977.25,1056.12,992.99,891.28,1196.44,793.0,1140.73,944.61,945.61,1177.86,936.81,1010.8,950.63,1025.92,961.8,924.74,1078.91,1084.17,1216.83,900.38,1128.73,1084.3,967.08,1165.08,1162.5,1088.59,1035.45,955.68,1051.56,1023.34,1045.83,945.19,965.53,936.84,1014.22,807.11,1072.8,958.47,1043.63,861.05,944.82,806.99,1025.66,1106.37,960.59,1167.22,817.98,1034.63,1182.71,1082.63,978.52,1082.74,1126.28,1247.75,870.43,1169.87,1112.28,1034.4,1203.19,1015.76,1007.49,1006.63,1098.23,1233.4,1104.78,1160.61,1073.83,847.64,912.61,1267.88,1029.26
CONTROL,261.4,1037.68,987.25,1243.03,971.12,971.79,1104.89,847.14,852.06,1069.98,1107.12,938.86,885.96,1027.97,928.85,1064.86,1249.25,928.45,991.99,993.54,710.57,863.19,1046.07,1051.93,1053.03,1162.88,1024.55,986.27,1087.54,1093.87,927.69,1020.9,992.28,875.97,1257.27,810.84,1149.64,941.66,997.92,1229.71,919.51,984.84,934.77,1012.38,999.96,967.86,1085.64,1072.74,1204.48,906.6,1117.53,1069.25,983.85,1184.04,1189.19,1073.33,1034.67,930.16,1019.36,996.84,1033.52,991.88,933.19,932.44,1043.22,845.13,1061.68,984.25,1074.78,878.5,980.03,807.79,939.66,1056.6,948.85,1072.79,812.81,1071.62,1173.58,1104.74,973.99,1055.69,1110.87,1216.21,869.39,1124.15,1107.03,1014.7,1184.36,1003.53,1062.25,1040.06,1052.27,1229.88,1142.98,1138.83,1066.63,876.94,930.57,1239.21,1029.86
CONTROL,261.5,1042.95,1012.01,1279.52,960.25,967.36,1083.98,861.31,887.9,1062.06,1151.66,966.63,923.65,980.34,931.52,1070.94,1223.2,936.0,986.93,972.78,732.39,878.32,1051.38,999.8,1076.32,1190.59,973.47,962.55,1045.23,1050.48,955.74,1014.09,958.55,858.49,1218.82,789.48,1129.19,925.7,997.95,1187.9,930.83,1026.85,903.96,1040.0,991.62,931.49,1074.07,1111.86,1227.99,913.77,1127.97,1060.91,987.54,1178.93,1178.87,1063.58,998.47,944.74,1019.62,977.24,1036.6,978.38,916.07,971.67,991.35,793.31,1119.61,965.92,1021.68,843.33,965.43,829.41,982.25,1088.34,952.34,1112.89,842.56,1034.94,1193.24,1103.03,966.59,1086.16,1116.22,1224.52,865.37,1167.77,1074.77,996.72,1217.0,1043.55,1020.16,1002.94,1060.96,1219.71,1096.4,1161.54,1052.51,855.31,911.95,1239.47,1006.59
CONTROL,261.6,1058.48,960.0,1234.56,956.34,995.8,1130.22,851.59,855.02,1074.04,1109.05,944.91,905.74,983.52,960.95,1072.47,1229.27,956.73,1017.42,1010.42,689.88,862.09,1030.65,1026.76,1049.28,1158.14,975.68,1007.37,1031.93,1056.4,964.43,1034.61,984.88,883.96,1212.29,775.5,1131.03,982.22,977.29,1236.3,936.07,1029.95,944.11,1073.47,977.05,943.43,1059.61,1075.18,1217.09,931.52,1137.32,1078.53,960.27,1152.3,1166.13,1083.11,1013.41,943.22,1014.39,1014.15,1065.1,967.61,909.2,931.58,993.46,850.73,1068.78,944.33,1082.58,848.05,971.68,837.47,969.14,1062.47,932.64,1163.18,823.77,1071.9,1200.88,1089.62,962.97,1044.84,1091.21,1247.23,854.51,1092.55,1097.7,1022.82,1194.58,1024.74,1036.15,1012.31,1048.59,1225.51,1090.69,1130.67,1075.9,856.77,950.3,1291.31,1025.97
CONTROL,261.7,1050.47,957.02,1196.46,942.95,954.53,1094.34,859.92,891.78,1089.19,1120.46,958.67,903.22,965.87,940.46,1074.47,1210.74,943.0,978.52,973.47,711.4,877.31,1025.59,1027.58,1079.18,1172.77,1003.8,984.19,1040.6,1076.14,963.85,1068.84,990.02,893.77,1233.37,789.54,1130.64,978.23,1008.77,1197.56,919.91,1028.86,944.65,1021.31,961.54,1003.68,1079.82,1083.43,1216.82,938.67,1105.72,1096.38,980.28,1133.47,1154.97,1096.78,1001.73,955.09,963.85,980.71,1024.27,965.83,940.75,940.16,977.9,805.68,1052.57,966.51,1064.6,862.91,973.95,774.6,1001.9,1058.6,949.63,1120.99,842.81,1078.5,1171.06,1093.09,942.3,1069.53,1082.37,1277.62,850.81,1129.25,1044.4,1046.9,1213.84,1052.33,1068.18,1047.03,1080.59,1254.54,1106.03,1164.68,1073.31,864.27,898.94,1235.68,1028.37
CONTROL,261.8,1046.79,977.0,1248.92,936.19,961.73,1176.03,875.73,867.39,1058.3,1140.32,940.49,916.08,998.25,957.2,1077.73,1241.75,972.56,961.56,993.12,694.11,863.99,1025.86,1009.13,1052.04,1185.18,1003.86,1175.04,1041.18,1079.01,990.69,999.29,977.5,935.8,1161.92,783.37,1119.1,942.88,950.55,1176.34,927.36,1022.93,937.09,1061.09,979.0,953.48,1060.81,1103.61,1245.91,892.92,1133.23,1083.78,952.83,1211.71,1118.86,1097.01,1007.72,934.92,994.58,1016.91,1038.91,960.86,930.36,913.81,986.1,830.24,1054.07,990.12,1063.06,854.03,988.1,796.76,967.85,1079.26,961.32,1154.59,831.1,1035.58,1149.05,1123.64,938.57,1065.08,1117.16,1206.45,865.64,1124.71,1070.15,1033.58,1123.74,987.42,1022.08,1000.11,1072.62,1255.34,1114.14,1184.59,1078.35,876.54,965.75,1265.84,1029.88
CONTROL,261.9,1053.71,959.28,1254.46,978.66,948.96,1121.16,886.25,858.86,1082.75,1132.28,934.51,905.99,1001.93,920.82,1074.4,1229.11,933.63,970.3,1036.48,704.91,890.03,1002.76,1054.22,1056.51,1211.33,1011.55,1204.04,1075.0,1074.87,984.87,1035.02,984.6,871.66,1181.44,797.67,1103.78,911.2,989.5,1188.12,917.98,996.71,933.22,1057.45,971.46,956.26,1083.05,1251.32,1240.12,932.76,1157.59,1068.87,982.34,1220.11,1138.58,1126.91,988.24,969.49,1029.15,1036.21,1034.26,967.74,920.9,937.82,987.9,838.2,1068.78,1002.37,1058.69,844.06,976.57,809.65,957.71,1083.68,941.45,1078.48,826.68,1031.22,1167.87,1117.95,973.35,1062.52,1111.32,1212.15,825.14,1141.7,1059.87,980.66,1140.05,1005.96,1056.71,1033.78,1103.46,1237.63,1122.13,1125.3,1057.25,877.12,926.81,1301.02,1028.48
CONTROL,262.0,1028.51,996.1,1220.08,962.93,967.31,1077.54,1042.73,871.05,1037.18,1125.8,947.63,912.33,995.62,916.05,1062.74,1257.79,954.22,970.62,951.2,724.51,865.8,1016.54,974.27,1052.52,1210.25,979.15,1198.39,1072.85,1074.63,952.97,1072.62,982.83,894.79,1170.12,829.63,1135.94,960.11,993.69,1208.74,937.72,1008.7,914.63,1051.17,959.9,945.56,1060.24,1291.25,1194.56,914.32,1125.15,1065.13,977.31,1165.04,1183.49,1060.35,1029.19,936.22,1009.98,1031.9,1030.94,945.02,917.26,928.14,993.13,818.86,1065.12,989.25,1063.85,858.33,955.98,796.43,980.91,1072.61,961.1,1130.66,849.53,1069.91,1143.11,1070.39,961.22,1037.58,1105.11,1204.06,872.0,1145.13,1094.69,1066.6,1116.76,1010.93,1059.8,1008.46,1042.9,1249.02,1122.02,1123.67,1044.57,848.21,925.6,1283.55,1025.4
CONTROL,262.1,1072.9,992.91,1216.88,971.6,969.17,1104.42,1090.11,917.15,1063.08,1119.83,935.6,945.93,975.72,929.36,1025.67,1253.08,944.89,974.86,994.07,692.59,883.12,1062.45,1042.2,1060.61,1176.87,998.34,1209.28,1059.33,1045.64,976.79,1037.51,994.12,914.57,1190.95,809.5,1133.22,904.37,984.83,1244.19,952.8,1017.16,915.9,1031.17,1008.52,935.9,1050.09,1326.84,1244.82,934.58,1079.39,1101.61,994.96,1198.3,1174.52,1107.29,1030.67,941.62,1028.58,1006.52,1019.75,933.67,923.69,956.62,976.82,826.13,1058.52,995.84,1081.62,854.35,1009.8,811.68,970.33,1079.64,946.93,1107.95,836.9,1045.59,1172.82,1123.66,925.42,1067.3,1076.87,1220.06,890.39,1133.34,1085.19,1009.16,1159.88,1001.94,1054.87,1011.29,1077.59,1250.32,1122.83,1162.45,1065.19,851.59,898.38,1269.16,985.03
CONTROL,262.2,1035.01,993.24,1257.75,947.2,1011.13,1126.04,1080.03,872.28,1041.44,1176.0,948.07,903.57,965.13,938.7,1031.34,1186.37,924.0,970.22,1002.68,721.2,846.64,1014.14,1055.53,1063.64,1188.19,1011.86,1151.75,1069.94,1059.7,1000.82,1022.31,989.26,894.87,1233.86,786.07,1118.63,930.3,971.81,1208.43,937.55,1047.95,937.32,1043.16,980.05,951.91,1089.37,1238.25,1254.93,935.97,1096.52,1055.93,1021.95,1143.4,1159.36,1056.67,1035.58,941.82,991.43,1008.25,1029.83,947.07,910.1,963.11,973.01,819.0,1077.36,989.03,1079.08,849.94,951.29,825.74,959.81,1100.94,966.06,1100.13,819.71,1031.99,1187.28,1113.51,944.89,1076.62,1102.4,1206.38,850.68,1158.15,1054.66,1044.5,1100.96,1017.17,1088.16,1012.36,1066.96,1234.38,1093.94,1163.26,1065.27,873.53,889.24,1256.64,1026.64
